job_id,submitted_at,job_category,priority_level,region,payload_size_mb,executor_memory_mb,replica_count,retry_count,node_instance_type,node_family,node_vcpus,node_memory,node_network,node_price_hourly,node_spot_price_hourly,cpu_utilization_pct,pod_memory_available_pct,active_thread_count,broker_latency_ms,queue_wait_time_ms,disk_io_mbps,network_io_mbps,gc_pause_time_ms,execution_time_sec,job_cost_usd,target_label,node_vcpus_n,node_memory_gib,node_price_usd_hr,node_spot_price_usd_hr,node_network_gbps,node_network_burst,submit_hour,day_of_week,is_peak_hour,available_memory_mb,memory_pressure_ratio,memory_pressure_log,payload_size_mb_log,threads_per_vcpu,memory_per_vcpu_gib,is_bottleneck
JOB-105713,2026-07-05 13:25,ETL,Critical,eu-central,56.08,512,2,0,m7i.4xlarge,General purpose,16 vCPUs,64 GiB,Up to 12.5 Gigabit,$0.8064 hourly,$0.2965 hourly,87.2,60.2,19,51.8,101.0,33.02,33.12,53.6,65.9,0.02952,Normal,16,64.0,0.8064,0.2965,12.5,1,13,6,1,39452.672,0.0014214499844269104,-6.556077812559474,4.0444537926086355,1.1875,4.0,0
JOB-107570,2026-08-27 07:37,DocumentProcessing,Critical,us-east,17.26,1024,2,0,m5ad.xlarge,General purpose,4 vCPUs,16 GiB,Up to 10 Gigabit,$0.2060 hourly,$0.0823 hourly,65.8,50.4,11,30.2,57.4,67.95,49.65,10.2,52.8,0.00604,Normal,4,16.0,0.206,0.0823,10.0,1,7,3,0,8257.536,0.002090211898561508,-6.170489831273184,2.9047128751668225,2.75,4.0,0
JOB-103084,2026-07-10 11:15,Streaming,Medium,us-east,5.18,4096,3,0,m6idn.xlarge,General purpose,4 vCPUs,16 GiB,Up to 30 Gigabit,$0.3182 hourly,$0.1398 hourly,53.6,67.0,10,13.7,151.9,21.06,38.64,37.0,32.5,0.00862,Normal,4,16.0,0.3182,0.1398,30.0,1,11,4,1,10977.28,0.0004718837453358208,-7.658777904970718,1.8213182714695995,2.5,4.0,0
JOB-104035,2026-06-14 22:51,WebScraping,Medium,ap-south,13.33,4096,3,0,c8i-flex.4xlarge,Compute optimized,16 vCPUs,32 GiB,Up to 15 Gigabit,$0.7122 hourly,$0.2813 hourly,72.7,60.5,10,79.2,53.3,44.66,31.42,40.8,40.2,0.02386,Normal,16,32.0,0.7122,0.2813,15.0,1,22,6,0,19824.64,0.0006723955643078512,-7.304663753257267,2.6623552418400807,0.625,2.0,0
JOB-106715,2026-06-29 20:48,WebScraping,High,ap-south,38.99,4096,3,0,c6id.4xlarge,Compute optimized,16 vCPUs,32 GiB,Up to 12.5 Gigabit,$0.8064 hourly,$0.6017 hourly,64.7,45.7,13,54.9,143.0,65.13,50.95,83.7,47.3,0.03179,Normal,16,32.0,0.8064,0.6017,12.5,1,20,0,0,14974.976,0.002603676960817834,-5.950830617316742,3.688629422858727,0.8125,2.0,0
JOB-105221,2026-08-13 09:21,DocumentProcessing,High,eu-central,66.28,2048,1,0,r8id.large,Memory optimized,2 vCPUs,16 GiB,Up to 12.5 Gigabit,$0.1663 hourly,$0.0512 hourly,58.9,70.5,13,27.8,111.6,40.09,40.77,8.5,653.1,0.03017,Bottleneck,2,16.0,0.1663,0.0512,12.5,1,9,3,1,11550.72,0.005738170434397164,-5.1606148591110035,4.208863015664693,6.5,8.0,1
JOB-100904,2026-06-11 12:31,MLTraining,Low,us-west,222.93,2048,2,0,c7a.xlarge,Compute optimized,4 vCPUs,8 GiB,Up to 12.5 Gigabit,$0.2053 hourly,$0.0751 hourly,99.5,20.0,12,101.4,166.6,25.8,38.61,3.6,1878.8,0.21429,Bottleneck,4,8.0,0.2053,0.0751,12.5,1,12,3,1,1638.4,0.13606567382812498,-1.9946176140077012,5.41133350301674,3.0,2.0,1
JOB-103858,2026-07-15 10:35,Streaming,Medium,eu-central,1.93,4096,3,0,r8idn.xlarge,Memory optimized,4 vCPUs,32 GiB,Up to 30 Gigabit,$0.4689 hourly,$0.1733 hourly,55.7,54.5,12,62.3,198.1,12.53,32.79,11.6,31.1,0.01215,Bottleneck,4,32.0,0.4689,0.1733,30.0,1,10,2,1,17858.56,0.00010807142345183485,-9.132718221163493,1.0750024230289759,3.0,8.0,1
JOB-104800,2026-07-30 16:56,Aggregation,Critical,us-west,5.84,8192,1,0,x2gd.2xlarge,Memory optimized,8 vCPUs,128 GiB,Up to 10 Gigabit,$0.6680 hourly,$0.1694 hourly,62.6,77.1,14,29.3,346.7,38.28,22.47,36.9,54.8,0.01017,Bottleneck,8,128.0,0.668,0.1694,10.0,1,16,3,1,101056.51199999999,5.778944755188068e-05,-9.758704367260126,1.922787731634459,1.75,16.0,1
JOB-104377,2026-06-27 16:39,WebScraping,Low,us-west,8.27,4096,3,0,m6a.xlarge,General purpose,4 vCPUs,16 GiB,Up to 12.5 Gigabit,$0.1728 hourly,$0.0722 hourly,54.3,44.7,16,41.6,146.2,16.3,20.21,52.5,125.8,0.01812,Bottleneck,4,16.0,0.1728,0.0722,12.5,1,16,5,1,7323.648,0.0011292186626118569,-6.786229334435066,2.2267833795777636,4.0,4.0,1
JOB-108843,2026-07-31 12:46,WebScraping,Low,us-east,278.18,512,4,0,c8in.4xlarge,Compute optimized,16 vCPUs,32 GiB,Up to 50 Gigabit,$1.0886 hourly,$0.4406 hourly,74.5,32.5,21,4.0,52.9,36.83,29.33,18.5,419.0,0.5068,Normal,16,32.0,1.0886,0.4406,50.0,1,12,4,1,10649.6,0.026121168870192307,-3.645009225567796,5.631856735084612,1.3125,2.0,0
JOB-103023,2026-07-28 21:38,Aggregation,Medium,ap-south,81.83,2048,1,0,c8i.2xlarge,Compute optimized,8 vCPUs,16 GiB,Up to 15 Gigabit,$0.3748 hourly,$0.1763 hourly,20.7,43.9,11,57.8,32.6,20.93,32.42,37.1,61.6,0.00641,Normal,8,16.0,0.3748,0.1763,15.0,1,21,1,0,7192.576,0.011377008737898634,-4.476160737392978,4.416790314610172,1.375,2.0,0
JOB-104331,2026-06-03 15:25,WebScraping,High,eu-central,4.82,2048,1,0,m5dn.large,General purpose,2 vCPUs,8 GiB,Up to 25 Gigabit,$0.1360 hourly,$0.0459 hourly,25.4,28.0,12,39.8,92.7,30.67,30.58,4.1,56.0,0.00212,Normal,2,8.0,0.136,0.0459,25.0,1,15,2,1,2293.76,0.002101353236607143,-6.1651737434038925,1.7613002617433464,6.0,4.0,0
JOB-102762,2026-06-29 07:18,Aggregation,High,ap-south,13.83,1024,4,1,c8ib.large,Compute optimized,2 vCPUs,4 GiB,Up to 16.66 Gigabit,$0.1361 hourly,$0.0395 hourly,29.7,97.0,12,47.2,21.5,34.6,40.71,7.7,31.2,0.00472,Normal,2,4.0,0.1361,0.0395,16.66,1,7,0,0,3973.12,0.0034808915914948456,-5.660466813557968,2.696652156149841,6.0,2.0,0
JOB-106274,2026-07-04 16:00,WebScraping,Medium,us-west,43.89,2048,1,0,r8g.16xlarge,Memory optimized,64 vCPUs,512 GiB,30 Gigabit,$3.7702 hourly,$0.6924 hourly,60.2,84.3,15,47.8,18.5,19.31,55.24,15.2,36.9,0.03864,Normal,64,512.0,3.7702,0.6924,30.0,0,16,5,1,441974.784,9.930430782223088e-05,-9.217321605958537,3.8042150527938405,0.234375,8.0,0
JOB-103964,2026-06-01 14:24,DocumentProcessing,Medium,ap-south,20.16,1024,2,0,m6id.large,General purpose,2 vCPUs,8 GiB,Up to 12.5 Gigabit,$0.1187 hourly,$0.0383 hourly,66.2,74.3,15,79.0,27.7,61.15,36.71,17.0,71.2,0.0047,Normal,2,8.0,0.1187,0.0383,12.5,1,14,0,1,6086.656,0.003312163526244953,-5.710153669811743,3.052112606990099,7.5,4.0,0
JOB-100537,2026-07-07 01:33,DocumentProcessing,Medium,us-west,51.13,4096,2,2,c3.2xlarge,Compute optimized,8 vCPUs,15 GiB,High,$0.4200 hourly,$0.2042 hourly,48.7,54.7,13,94.4,126.5,82.52,18.09,2.6,135.3,0.03157,Bottleneck,8,15.0,0.42,0.2042,10.0,0,1,1,0,8401.92,0.0060855137873248024,-5.1018441210495995,3.9537405987800147,1.625,1.875,1
JOB-107009,2026-07-19 08:28,WebScraping,Critical,us-east,40.6,2048,3,1,i8g.xlarge,Storage optimized,4 vCPUs,32 GiB,Up to 10 Gigabit,$0.3432 hourly,$0.1049 hourly,55.9,65.1,14,10.0,19.9,55.76,40.9,40.0,79.4,0.02271,Normal,4,32.0,0.3432,0.1049,10.0,1,8,6,0,21331.967999999997,0.0019032468077956992,-6.264194005017925,3.728100167267218,3.5,8.0,0
JOB-108532,2026-06-19 06:56,MLTraining,Medium,ap-south,93.38,2048,2,0,r9g.2xlarge,Memory optimized,8 vCPUs,64 GiB,Up to 17 Gigabit,$0.5137 hourly,$0.2178 hourly,43.4,82.2,13,76.9,13.3,38.75,41.9,90.3,241.6,0.06895,Normal,8,64.0,0.5137,0.2178,17.0,1,6,4,0,53870.592000000004,0.0017334132879029804,-6.357662815490377,4.547329186298241,1.625,8.0,0
JOB-100670,2026-08-05 07:23,DocumentProcessing,Critical,eu-central,10.98,1024,1,1,i8ge.2xlarge,Storage optimized,8 vCPUs,64 GiB,Up to 25 Gigabit,$0.9492 hourly,$0.2694 hourly,68.4,51.4,11,55.1,14.4,66.38,46.26,24.4,49.6,0.01308,Normal,8,64.0,0.9492,0.2694,25.0,1,7,2,0,33685.504,0.000325956233280642,-8.028747439350768,2.4832385926873033,1.375,8.0,0
JOB-105975,2026-08-17 06:53,WebScraping,Low,ap-south,32.22,2048,2,0,i8ge.large,Storage optimized,2 vCPUs,16 GiB,Up to 25 Gigabit,$0.2373 hourly,$0.0685 hourly,51.7,77.8,10,30.8,9.3,34.34,22.43,45.2,78.1,0.0103,Normal,2,16.0,0.2373,0.0685,25.0,1,6,0,0,12746.752,0.0025277027434125964,-5.980444395286661,3.503152104185149,5.0,8.0,0
JOB-101736,2026-06-18 10:42,MLTraining,Medium,us-east,94.57,2048,1,0,c8i-flex.xlarge,Compute optimized,4 vCPUs,8 GiB,Up to 12.5 Gigabit,$0.1780 hourly,$0.0660 hourly,44.3,60.4,14,20.9,74.6,34.21,23.9,22.1,371.1,0.01835,Normal,4,8.0,0.178,0.066,12.5,1,10,3,1,4947.968,0.019112896445571192,-3.957391965204546,4.559858963278089,3.5,2.0,0
JOB-101062,2026-08-19 11:38,WebScraping,Critical,us-west,82.07,2048,2,0,r3.large,Memory optimized,2 vCPUs,15.25 GiB,Moderate,$0.1660 hourly,$0.0504 hourly,44.1,53.6,17,22.7,149.8,31.43,38.65,43.2,254.9,0.02351,Normal,2,15.25,0.166,0.0504,1.0,0,11,2,1,8370.176,0.00980505069427453,-4.624857649099918,4.41968362585098,8.5,7.625,0
JOB-100474,2026-08-03 11:31,WebScraping,High,us-east,45.64,4096,1,0,x2gd.xlarge,Memory optimized,4 vCPUs,64 GiB,Up to 10 Gigabit,$0.3340 hourly,$0.0941 hourly,89.1,56.5,3,26.7,118.6,51.41,43.08,20.0,200.3,0.01858,Bottleneck,4,64.0,0.334,0.0941,10.0,1,11,0,1,37027.84,0.0012325860757743364,-6.698640816129554,3.842458542042237,0.75,16.0,1
JOB-106348,2026-06-30 03:20,DocumentProcessing,High,ap-south,253.16,1024,2,1,m5d.2xlarge,General purpose,8 vCPUs,32 GiB,Up to 10 Gigabit,$0.4520 hourly,$0.2670 hourly,30.3,65.3,19,99.1,157.2,52.08,24.47,76.3,916.5,0.23014,Bottleneck,8,32.0,0.452,0.267,10.0,1,3,1,0,21397.504,0.011831286490237366,-4.437007858786369,5.537963989961261,2.375,4.0,1
JOB-101783,2026-08-01 14:49,DocumentProcessing,Medium,ap-south,26.66,4096,5,0,r7iz.8xlarge,Memory optimized,32 vCPUs,256 GiB,12.5 Gigabit,$2.9760 hourly,$1.0618 hourly,60.0,51.7,12,41.4,77.75,41.04,30.16,36.4,32.1,0.13268,Normal,32,256.0,2.976,1.0618,12.5,0,14,5,1,135528.448,0.00019671146828155223,-8.533772530854746,3.319987326236612,0.375,8.0,0
JOB-104480,2026-06-02 08:40,DocumentProcessing,Low,ap-south,9.23,1024,2,0,m4.xlarge,General purpose,4 vCPUs,16 GiB,High,$0.2000 hourly,$0.0612 hourly,66.9,33.8,14,63.4,79.2,71.03,58.52,49.3,46.0,0.00511,Normal,4,16.0,0.2,0.0612,10.0,0,8,1,0,5537.7919999999995,0.0016667292668269232,-6.396892095825355,2.325324579963535,3.5,4.0,0
JOB-108557,2026-07-24 14:27,DocumentProcessing,High,ap-south,4.92,512,4,1,r6g.metal,Memory optimized,64 vCPUs,512 GiB,25 Gigabit,$3.2256 hourly,$0.4176 hourly,49.5,61.5,13,55.0,83.6,60.76,45.3,16.3,34.1,0.12221,Normal,64,512.0,3.2256,0.4176,25.0,0,14,4,1,322437.12,1.52587890625e-05,-11.090354888959125,1.7783364488959144,0.203125,8.0,0
JOB-108451,2026-08-15 02:15,WebScraping,Medium,us-west,12.66,1024,3,0,c8g.xlarge,Compute optimized,4 vCPUs,8 GiB,Up to 12.5 Gigabit,$0.1595 hourly,$0.0611 hourly,48.6,61.3,9,28.3,35.1,39.68,40.56,12.6,45.2,0.00601,Normal,4,8.0,0.1595,0.0611,12.5,1,2,5,0,5021.696,0.0025210606137846658,-5.983075587517333,2.614471854142644,2.25,2.0,0
JOB-102651,2026-06-25 08:36,Aggregation,High,ap-south,69.35,1024,2,0,r5ad.2xlarge,Memory optimized,8 vCPUs,64 GiB,Up to 10 Gigabit,$0.5240 hourly,$0.1946 hourly,63.9,75.1,18,109.2,80.5,37.98,35.02,98.5,53.0,0.01543,Normal,8,64.0,0.524,0.1946,10.0,1,8,3,0,49217.53599999999,0.001409050627808755,-6.564839114980282,4.253482783560398,2.25,8.0,0
JOB-109041,2026-08-29 08:34,DocumentProcessing,Critical,us-east,75.69,512,1,0,r5b.4xlarge,Memory optimized,16 vCPUs,128 GiB,Up to 10 Gigabit,$1.1920 hourly,$0.5084 hourly,26.0,60.8,11,84.7,146.2,48.79,23.33,44.7,63.7,0.02109,Normal,16,128.0,1.192,0.5084,10.0,1,8,5,0,79691.776,0.000949784329063014,-6.959275621182024,4.339771321776768,0.6875,8.0,0
JOB-109959,2026-08-20 20:15,MLTraining,High,eu-central,38.88,7808,2,2,r3.large,Memory optimized,2 vCPUs,15.25 GiB,Moderate,$0.1660 hourly,$0.0504 hourly,41.1,57.2,10,31.7,82.7,43.24,23.36,54.3,915.2,0.0844,Bottleneck,2,15.25,0.166,0.0504,1.0,0,20,3,0,8932.352,0.004352716955175972,-5.4369550414582966,3.6858749450936377,5.0,7.625,1
JOB-101103,2026-07-29 09:04,MLTraining,High,eu-central,18.98,512,1,0,m8gn.large,General purpose,2 vCPUs,8 GiB,Up to 30 Gigabit,$0.1455 hourly,$0.0561 hourly,63.6,56.6,17,52.9,45.0,43.16,48.33,39.6,121.7,0.00492,Normal,2,8.0,0.1455,0.0561,30.0,1,9,2,1,4636.6720000000005,0.004093453235424028,-5.498366353318553,2.9947317732204075,8.5,4.0,0
JOB-103046,2026-06-09 14:24,ETL,Medium,ap-south,173.75,1024,1,0,r8idn.4xlarge,Memory optimized,16 vCPUs,128 GiB,Up to 50 Gigabit,$1.8758 hourly,$0.8633 hourly,76.3,57.3,15,99.1,42.2,10.62,25.24,45.2,141.9,0.07394,Normal,16,128.0,1.8758,0.8633,50.0,1,14,1,1,75104.256,0.0023134507849994546,-6.069015022806771,5.163356381113919,0.9375,8.0,0
JOB-108152,2026-07-26 21:39,MLTraining,Low,eu-central,15.18,2048,1,0,r5b.xlarge,Memory optimized,4 vCPUs,32 GiB,Up to 10 Gigabit,$0.2980 hourly,$0.1175 hourly,54.0,40.4,6,172.4,125.6,69.61,39.96,51.3,212.6,0.0176,Bottleneck,4,32.0,0.298,0.1175,10.0,1,21,6,0,13238.271999999999,0.0011466753364789604,-6.770888535410709,2.7837759116303458,1.5,8.0,1
JOB-109361,2026-06-21 12:20,DocumentProcessing,Critical,eu-central,9.69,2048,1,1,m8gd.24xlarge,General purpose,96 vCPUs,384 GiB,40 Gigabit,$5.5354 hourly,$5.4399 hourly,62.5,57.5,29,43.5,93.1,32.84,24.72,46.7,25.1,0.03859,Normal,96,384.0,5.5354,5.4399,40.0,0,12,6,1,226099.2,4.2857294497282605e-05,-10.057634694099718,2.3693087250369538,0.3020833333333333,4.0,0
JOB-109516,2026-08-22 07:09,ETL,High,ap-south,46.39,2048,1,0,c5.large,Compute optimized,2 vCPUs,4 GiB,Up to 10 Gigabit,$0.0850 hourly,$0.0273 hourly,2.0,45.1,8,50.8,84.7,53.11,2.65,10.4,66.4,0.00157,Normal,2,4.0,0.085,0.0273,10.0,1,7,5,0,1847.296,0.025112380473946785,-3.6843943084762327,3.858411235979497,4.0,2.0,0
JOB-101674,2026-08-08 09:21,Aggregation,Medium,ap-south,23.73,512,1,1,m6i.4xlarge,General purpose,16 vCPUs,64 GiB,Up to 12.5 Gigabit,$0.7680 hourly,$0.1938 hourly,98.3,82.6,12,51.8,16.1,42.24,27.91,17.3,30.3,0.00646,Normal,16,64.0,0.768,0.1938,12.5,1,9,5,1,54132.736,0.00043836690611758476,-7.732454313050294,3.208017081533325,0.75,4.0,0
JOB-102063,2026-07-13 19:22,ETL,Medium,eu-central,430.08,8192,4,0,r8idb.4xlarge,Memory optimized,16 vCPUs,128 GiB,Up to 33.33 Gigabit,$1.8758 hourly,$0.8306 hourly,47.3,42.5,26,20.1,49.5,30.6,20.24,161.6,345.2,0.71947,Bottleneck,16,128.0,1.8758,0.8306,33.33,1,19,0,0,55705.6,0.007720588235294118,-4.86386472156662,6.066293687728631,1.625,8.0,1
JOB-108117,2026-07-25 09:40,WebScraping,Medium,us-west,23.41,870,3,0,c1.medium,Compute optimized,2 vCPUs,1.7 GiB,Moderate,$0.1300 hourly,$0.0299 hourly,68.7,50.9,5,82.4,76.6,43.29,34.05,76.2,140.3,0.0152,Bottleneck,2,1.7,0.13,0.0299,1.0,0,9,5,1,886.0672,0.026420118022651106,-3.6336295127271896,3.1949928844048685,2.5,0.85,1
JOB-100947,2026-07-23 22:37,DocumentProcessing,Medium,ap-south,135.14,2048,1,0,c6gn.large,Compute optimized,2 vCPUs,4 GiB,Up to 25 Gigabit,$0.0864 hourly,$0.0296 hourly,25.0,40.6,17,54.0,58.1,51.42,45.34,8.7,793.0,0.01903,Bottleneck,2,4.0,0.0864,0.0296,25.0,1,22,3,0,1662.976,0.08126395089285712,-2.510052769214911,4.913683768019805,8.5,2.0,1
JOB-106175,2026-07-14 12:13,MLTraining,Low,us-east,41.67,512,5,0,m6idn.2xlarge,General purpose,8 vCPUs,32 GiB,Up to 40 Gigabit,$0.6365 hourly,$0.2679 hourly,26.0,66.9,11,20.3,68.3,40.49,31.52,41.6,97.6,0.08628,Normal,8,32.0,0.6365,0.2679,40.0,1,12,1,1,21921.792,0.001900848251821749,-6.265455044110909,3.7534960971999087,1.375,4.0,0
JOB-101923,2026-07-15 14:12,WebScraping,Low,ap-south,27.05,2048,1,0,c5d.xlarge,Compute optimized,4 vCPUs,8 GiB,Up to 10 Gigabit,$0.1920 hourly,$0.0676 hourly,71.8,76.2,13,56.5,76.6,36.04,32.78,50.1,187.1,0.00998,Bottleneck,4,8.0,0.192,0.0676,10.0,1,14,2,1,6242.304,0.004333335896489501,-5.4414176186913075,3.3339886319687055,3.25,2.0,1
JOB-106737,2026-08-10 12:15,Streaming,Medium,eu-central,22.41,2048,3,0,m5zn.large,General purpose,2 vCPUs,8 GiB,Up to 25 Gigabit,$0.1652 hourly,$0.0427 hourly,34.5,37.6,14,39.7,16.0,39.06,13.95,26.9,103.4,0.01423,Bottleneck,2,8.0,0.1652,0.0427,25.0,1,12,0,1,3080.192,0.007275520487034575,-4.923239923874211,3.1531632815028194,7.0,4.0,1
JOB-104958,2026-08-01 12:29,Aggregation,Low,us-west,17.41,2048,1,1,m8ine.large,General purpose,2 vCPUs,8 GiB,3.125 Gigabit,$0.2089 hourly,$0.0510 hourly,55.8,87.4,10,22.0,271.7,81.89,15.3,7.7,160.5,0.00931,Bottleneck,2,8.0,0.2089,0.051,3.125,0,12,5,1,7159.808000000001,0.002431629451516018,-6.01919369017259,2.9128939952449864,5.0,4.0,1
JOB-100006,2026-08-23 13:45,ETL,Medium,us-west,85.8,4096,1,1,m8azn.xlarge,General purpose,4 vCPUs,16 GiB,Up to 40 Gigabit,$0.4129 hourly,$0.1447 hourly,59.4,47.9,13,22.6,105.0,38.68,38.49,27.2,645.7,0.07406,Bottleneck,4,16.0,0.4129,0.1447,40.0,1,13,6,1,7847.936,0.010932810868997913,-4.515986839774095,4.463606621666305,3.25,4.0,1
JOB-109240,2026-06-04 09:06,WebScraping,Medium,us-west,40.18,2048,3,1,r5dn.xlarge,Memory optimized,4 vCPUs,32 GiB,Up to 25 Gigabit,$0.3340 hourly,$0.1785 hourly,65.4,32.3,13,60.3,28.8,46.29,8.13,162.8,979.0,0.27249,Bottleneck,4,32.0,0.334,0.1785,25.0,1,9,3,1,10584.063999999998,0.0037962733407507746,-5.57373539325291,3.717952701599643,3.25,8.0,1
JOB-108740,2026-06-22 18:03,Streaming,Low,us-west,24.94,1024,2,0,m6i.2xlarge,General purpose,8 vCPUs,32 GiB,Up to 12.5 Gigabit,$0.3840 hourly,$0.1280 hourly,41.9,86.2,10,56.0,129.9,66.21,33.33,78.2,31.2,0.00666,Normal,8,32.0,0.384,0.128,12.5,1,18,0,0,28246.016,0.0008829563786977958,-7.032234759828845,3.255786178888298,1.25,4.0,0
JOB-100481,2026-06-07 09:27,MLTraining,High,ap-south,51.93,512,2,0,c7i.16xlarge,Compute optimized,64 vCPUs,128 GiB,25 Gigabit,$2.8560 hourly,$0.9336 hourly,47.7,46.8,11,65.1,31.0,25.09,35.18,17.8,48.7,0.07727,Normal,64,128.0,2.856,0.9336,25.0,0,9,6,1,61341.695999999996,0.0008465693547175481,-7.074318428598352,3.9689702858698963,0.171875,2.0,0
JOB-108200,2026-07-07 18:21,DocumentProcessing,Medium,us-east,31.31,512,2,2,r5ad.large,Memory optimized,2 vCPUs,16 GiB,Up to 10 Gigabit,$0.1310 hourly,$0.0431 hourly,99.5,31.7,16,86.9,123.0,51.78,32.88,45.3,455.6,0.03316,Bottleneck,2,16.0,0.131,0.0431,10.0,1,18,1,0,5193.728,0.006028425054219242,-5.111269487396064,3.475376779836407,8.0,8.0,1
JOB-107703,2026-08-19 07:55,MLTraining,Low,eu-central,34.46,1024,2,0,m7gd.xlarge,General purpose,4 vCPUs,16 GiB,Up to 12.5 Gigabit,$0.2136 hourly,$0.0878 hourly,51.7,65.0,13,54.8,20.7,55.63,32.01,22.3,117.7,0.01397,Normal,4,16.0,0.2136,0.0878,12.5,1,7,2,0,10649.6,0.003235802283653846,-5.733478380646996,3.5684053006460617,3.25,4.0,0
JOB-100452,2026-07-19 05:38,DocumentProcessing,High,us-east,9.01,512,3,1,i2.4xlarge,Storage optimized,16 vCPUs,122 GiB,High,$3.4100 hourly,$0.7443 hourly,41.7,42.1,17,14.0,77.0,76.12,44.06,63.9,26.3,0.07474,Normal,16,122.0,3.41,0.7443,10.0,0,5,6,0,52594.687999999995,0.00017131007602897084,-8.672035333412708,2.303584593327129,1.0625,7.625,0
JOB-101707,2026-06-30 12:14,Streaming,Medium,us-east,13.15,512,1,0,r6in.xlarge,Memory optimized,4 vCPUs,32 GiB,Up to 30 Gigabit,$0.3487 hourly,$0.1315 hourly,64.4,51.7,14,36.6,49.4,23.24,37.19,75.1,33.1,0.00321,Normal,4,32.0,0.3487,0.1315,30.0,1,12,1,1,16941.056,0.0007762207975701161,-7.161073545301698,2.649714624089247,3.5,8.0,0
JOB-107121,2026-07-20 11:49,DocumentProcessing,High,eu-central,5.42,4096,2,2,m4.large,General purpose,2 vCPUs,8 GiB,Moderate,$0.1000 hourly,$0.0409 hourly,78.8,97.0,11,50.3,66.1,53.12,4.93,0.9,29.8,0.00166,Normal,2,8.0,0.1,0.0409,1.0,0,11,0,1,7946.24,0.0006820836018041237,-7.290358324343026,1.8594181177018698,5.5,4.0,0
JOB-101834,2026-07-07 21:28,ETL,Medium,us-east,45.36,1024,4,0,r6in.large,Memory optimized,2 vCPUs,16 GiB,Up to 25 Gigabit,$0.1743 hourly,$0.0267 hourly,81.3,33.2,8,28.0,127.6,30.02,34.61,47.2,119.2,0.02309,Normal,2,16.0,0.1743,0.0267,25.0,1,21,1,0,5439.488,0.00833902014307229,-4.786809558354089,3.836437018471551,4.0,8.0,0
JOB-105929,2026-08-28 10:44,ETL,High,eu-central,7.79,2048,1,1,r8i-flex.2xlarge,Memory optimized,8 vCPUs,64 GiB,Up to 15 Gigabit,$0.5279 hourly,$0.2056 hourly,85.2,16.5,7,69.4,423.1,54.5,29.97,10.7,164.7,0.02415,Bottleneck,8,64.0,0.5279,0.2056,15.0,1,10,4,1,10813.44,0.0007203997987689394,-7.235704223994912,2.1736147116970854,0.875,8.0,1
JOB-106931,2026-07-01 16:44,WebScraping,Medium,us-west,117.41,8192,2,0,c8id.2xlarge,Compute optimized,8 vCPUs,16 GiB,Up to 15 Gigabit,$0.4435 hourly,$0.1296 hourly,58.2,52.6,10,25.4,51.7,68.83,9.61,8.2,276.2,0.06805,Bottleneck,8,16.0,0.4435,0.1296,15.0,1,16,2,1,8617.984,0.013623835922647338,-4.295934378952687,4.774153178342865,1.25,2.0,1
JOB-105263,2026-07-20 01:27,DocumentProcessing,Low,ap-south,17.7,1024,4,1,c8id.xlarge,Compute optimized,4 vCPUs,8 GiB,Up to 12.5 Gigabit,$0.2218 hourly,$0.0684 hourly,32.6,69.0,18,60.1,93.5,30.65,11.91,38.9,419.8,0.10346,Bottleneck,4,8.0,0.2218,0.0684,12.5,1,1,0,0,5652.48,0.0031313688858695655,-5.766285026308673,2.928523523860541,4.5,2.0,1
JOB-103308,2026-08-03 12:59,ETL,High,us-east,68.1,4096,5,0,r5ad.4xlarge,Memory optimized,16 vCPUs,128 GiB,Up to 10 Gigabit,$1.0480 hourly,$0.3900 hourly,59.9,56.7,10,28.4,16.6,36.8,7.19,77.4,57.3,0.0834,Normal,16,128.0,1.048,0.39,10.0,1,12,0,1,74317.82400000001,0.0009163346870866401,-6.995128881109219,4.235554730773624,0.625,8.0,0
JOB-100664,2026-07-19 14:23,Aggregation,Medium,ap-south,10.83,512,3,1,c8gn.2xlarge,Compute optimized,8 vCPUs,16 GiB,Up to 50 Gigabit,$0.4740 hourly,$0.1433 hourly,21.7,57.8,15,32.6,293.7,49.77,36.14,55.4,37.4,0.01477,Normal,8,16.0,0.474,0.1433,50.0,1,14,6,1,9469.952,0.0011436172010164361,-6.773559056516575,2.4706386779902956,1.875,2.0,0
JOB-104648,2026-07-12 13:09,Aggregation,High,ap-south,27.03,1024,5,0,m3.large,General purpose,2 vCPUs,7.5 GiB,Moderate,$0.1330 hourly,$0.0416 hourly,79.7,79.1,11,55.5,318.6,58.17,40.48,49.1,161.1,0.02976,Bottleneck,2,7.5,0.133,0.0416,1.0,0,13,6,1,6074.88,0.004449470606826802,-5.414970154638878,3.333275365176697,5.5,3.75,1
JOB-103513,2026-08-17 09:48,Aggregation,Low,eu-central,35.36,2048,2,0,c8a.large,Compute optimized,2 vCPUs,4 GiB,Up to 12.5 Gigabit,$0.1078 hourly,$0.0391 hourly,75.6,17.5,8,44.1,39.0,17.1,14.85,35.5,200.9,0.01203,Bottleneck,2,4.0,0.1078,0.0391,12.5,1,9,0,1,716.8,0.04933035714285715,-3.009215623891278,3.5934692693092782,4.0,2.0,1
